course_name,section,related_book,vocabulary
"10-12 Advanced Reading - East Asian Literature","Week 25","Norwegian Wood (Haruki Murakami)",
"10-12 Advanced Reading - East Asian Literature","Week 26","Norwegian Wood (Haruki Murakami)",
"10-12 Advanced Reading - East Asian Literature","Week 27","Norwegian Wood (Haruki Murakami)",
"10-12 Advanced Reading - East Asian Literature","Week 28","Placeholder: Short Story - Mishima's Patriotism",
"10-12 Advanced Reading - East Asian Literature","Week 29","Placeholder: Article - Art of Translation (East Asian Lit)",
"10-12 Advanced Reading - East Asian Literature","Week 30","Placeholder: Final Essay/Project on East Asian Literature",
"10-12 Advanced Reading - Environmental Literature","Week 1","The Overstory (Richard Powers)",
"10-12 Advanced Reading - Environmental Literature","Week 2","The Overstory (Richard Powers)",
"10-12 Advanced Reading - Environmental Literature","Week 3","The Overstory (Richard Powers)",
"10-12 Advanced Reading - Environmental Literature","Week 4","Walden (Henry David Thoreau)",
"10-12 Advanced Reading - Environmental Literature","Week 5","Walden (Henry David Thoreau)",
"10-12 Advanced Reading - Environmental Literature","Week 6","Walden (Henry David Thoreau)",
"10-12 Advanced Reading - Environmental Literature","Week 7","Flight Behaviour (Barbara Kingsolver)",
"10-12 Advanced Reading - Environmental Literature","Week 8","Flight Behaviour (Barbara Kingsolver)",
"10-12 Advanced Reading - Environmental Literature","Week 9","Flight Behaviour (Barbara Kingsolver)",
"10-12 Advanced Reading - Environmental Literature","Week 10","The Water Knife (Paolo Bacigalupi)",
"10-12 Advanced Reading - Environmental Literature","Week 11","The Water Knife (Paolo Bacigalupi)",
"10-12 Advanced Reading - Environmental Literature","Week 12","The Water Knife (Paolo Bacigalupi)",
"10-12 Advanced Reading - Environmental Literature","Week 13","The Road (Cormac McCarthy)",
"10-12 Advanced Reading - Environmental Literature","Week 14","The Road (Cormac McCarthy)",
"10-12 Advanced Reading - Environmental Literature","Week 15","The Road (Cormac McCarthy)",
"10-12 Advanced Reading - Environmental Literature","Week 16","Solaris (Stanislaw Lem)",
"10-12 Advanced Reading - Environmental Literature","Week 17","Solaris (Stanislaw Lem)",
"10-12 Advanced Reading - Environmental Literature","Week 18","Solaris (Stanislaw Lem)",
"10-12 Advanced Reading - Environmental Literature","Week 19","Annihilation (Jeff Vandermeer)",
"10-12 Advanced Reading - Environmental Literature","Week 20","Annihilation (Jeff Vandermeer)",
"10-12 Advanced Reading - Environmental Literature","Week 21","Annihilation (Jeff Vandermeer)",
"10-12 Advanced Reading - Environmental Literature","Week 22","The Fifth Season (N.K. Jemisin)",
"10-12 Advanced Reading - Environmental Literature","Week 23","The Fifth Season (N.K. Jemisin)",
"10-12 Advanced Reading - Environmental Literature","Week 24","The Fifth Season (N.K. Jemisin)",
"10-12 Advanced Reading - Environmental Literature","Week 25","Into the Wild (Jon Krakauer)",
"10-12 Advanced Reading - Environmental Literature","Week 26","Into the Wild (Jon Krakauer)",
"10-12 Advanced Reading - Environmental Literature","Week 27","Into the Wild (Jon Krakauer)",
"10-12 Advanced Reading - Environmental Literature","Week 28","Placeholder: Student-Chosen Novel Work",
"10-12 Advanced Reading - Environmental Literature","Week 29","Placeholder: Student-Chosen Novel Work & Essay Prep",
"10-12 Advanced Reading - Environmental Literature","Week 30","Placeholder: Final Essay & Course Wrap-up",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 1","The Hobbit (J.R.R. Tolkien)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 2","The Hobbit (J.R.R. Tolkien)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 3","The Hobbit (J.R.R. Tolkien)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 4","The Golden Compass (Philip Pullman)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 5","The Golden Compass (Philip Pullman)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 6","The Golden Compass (Philip Pullman)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 7","Good Omens (Terry Pratchett and Neil Gaiman)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 8","Good Omens (Terry Pratchett and Neil Gaiman)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 9","Good Omens (Terry Pratchett and Neil Gaiman)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 10","The Lies of Locke Lamora (Scott Lynch)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 11","The Lies of Locke Lamora (Scott Lynch)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 12","The Lies of Locke Lamora (Scott Lynch)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 13","The Fifth Season (N.K. Jemisin)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 14","The Fifth Season (N.K. Jemisin)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 15","The Fifth Season (N.K. Jemisin)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 16","Foundation (Isaac Asimov)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 17","Foundation (Isaac Asimov)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 18","Foundation (Isaac Asimov)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 19","The Left Hand of Darkness (Ursula K. Le Guin)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 20","The Left Hand of Darkness (Ursula K. Le Guin)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 21","The Left Hand of Darkness (Ursula K. Le Guin)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 22","Childhood’s End (Arthur C. Clarke)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 23","Childhood’s End (Arthur C. Clarke)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 24","Childhood’s End (Arthur C. Clarke)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 25","Do Androids Dream of Electric Sheep? (Philip K. Dick)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 26","Do Androids Dream of Electric Sheep? (Philip K. Dick)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 27","Do Androids Dream of Electric Sheep? (Philip K. Dick)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 28","The Long Way to a Small, Angry Planet (Becky Chambers)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 29","The Long Way to a Small, Angry Planet (Becky Chambers)",
"10-12 Advanced Reading - Science Fiction and Fantasy Literature","Week 30","The Long Way to a Small, Angry Planet (Becky Chambers)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 1","American Pastoral (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 2","American Pastoral (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 3","American Pastoral (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 4","The Human Stain (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 5","The Human Stain (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 6","The Human Stain (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 7","The Plot Against America (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 8","The Plot Against America (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 9","The Plot Against America (Philip Roth)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 10","White Noise (Don DeLillo)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 11","White Noise (Don DeLillo)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 12","White Noise (Don DeLillo)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 13","Mao II (Don DeLillo)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 14","Mao II (Don DeLillo)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 15","Mao II (Don DeLillo)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 16","Underworld (Don DeLillo - Excerpts)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 17","Underworld (Don DeLillo - Excerpts)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 18","Underworld (Don DeLillo - Excerpts)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 19","The Corrections (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 20","The Corrections (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 21","The Corrections (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 22","Freedom (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 23","Freedom (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 24","Freedom (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 25","Purity (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 26","Purity (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 27","Purity (Jonathan Franzen)",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 28","Placeholder: Student Choice Contemporary Novel",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 29","Placeholder: Student Choice Contemporary Novel",
"10-12 Advanced Reading - The Essential Roth, DeLillo and Franzen","Week 30","Placeholder: Final Essay - The Great American Novel",
"10-12 Advanced Reading and Writing","Week 1","Kafka on the Shore (Haruki Murakami)",
"10-12 Advanced Reading and Writing","Week 2","Kafka on the Shore (Haruki Murakami)",
"10-12 Advanced Reading and Writing","Week 3","Kafka on the Shore (Haruki Murakami)",
"10-12 Advanced Reading and Writing","Week 4","Slaughterhouse Five (Kurt Vonnegut)",
"10-12 Advanced Reading and Writing","Week 5","Slaughterhouse Five (Kurt Vonnegut)",
"10-12 Advanced Reading and Writing","Week 6","Slaughterhouse Five (Kurt Vonnegut)",
"10-12 Advanced Reading and Writing","Week 7","The Tempest (William Shakespeare)",
"10-12 Advanced Reading and Writing","Week 8","The Tempest (William Shakespeare)",
"10-12 Advanced Reading and Writing","Week 9","The Tempest (William Shakespeare)",
"10-12 Advanced Reading and Writing","Week 10","As I Lay Dying (William Faulkner)",
"10-12 Advanced Reading and Writing","Week 11","As I Lay Dying (William Faulkner)",
"10-12 Advanced Reading and Writing","Week 12","As I Lay Dying (William Faulkner)",
"10-12 Advanced Reading and Writing","Week 13","A Good Man is Hard to Find and other short stories (Flannery O’Connor)",
"10-12 Advanced Reading and Writing","Week 14","A Good Man is Hard to Find and other short stories (Flannery O’Connor)",
"10-12 Advanced Reading and Writing","Week 15","A Good Man is Hard to Find and other short stories (Flannery O’Connor)",
"10-12 Advanced Reading and Writing","Week 16","Blindness (Jose Saramago)",
"10-12 Advanced Reading and Writing","Week 17","Blindness (Jose Saramago)",
"10-12 Advanced Reading and Writing","Week 18","Blindness (Jose Saramago)",
"10-12 Advanced Reading and Writing","Week 19","The Picture of Dorian Gray (Oscar Wilde)",
"10-12 Advanced Reading and Writing","Week 20","The Picture of Dorian Gray (Oscar Wilde)",
"10-12 Advanced Reading and Writing","Week 21","The Picture of Dorian Gray (Oscar Wilde)",
"10-12 Advanced Reading and Writing","Week 22","Death of a Salesman (Arthur Miller)",
"10-12 Advanced Reading and Writing","Week 23","Death of a Salesman (Arthur Miller)",
"10-12 Advanced Reading and Writing","Week 24","Death of a Salesman (Arthur Miller)",
"10-12 Advanced Reading and Writing","Week 25","A Clockwork Orange (Anthony Burgess)",
"10-12 Advanced Reading and Writing","Week 26","We Have Always Lived in the Castle (Shirley Jackson)",
"10-12 Advanced Reading and Writing","Week 27","The Stranger (Albert Camus)",
"10-12 Advanced Reading and Writing","Week 28","Placeholder: Short Story - Swift's A Modest Proposal",
"10-12 Advanced Reading and Writing","Week 29","Placeholder: Essay - Camus' The Myth of Sisyphus",
"10-12 Advanced Reading and Writing","Week 30","This is Water (David Foster Wallace)",
"19th Century American Canon","Week 1","The Scarlet Letter (Nathaniel Hawthorne)",
"19th Century American Canon","Week 2","The Scarlet Letter (Nathaniel Hawthorne)",
"19th Century American Canon","Week 3","The Scarlet Letter (Nathaniel Hawthorne)",
"19th Century American Canon","Week 4","The Scarlet Letter (Nathaniel Hawthorne)",
"19th Century American Canon","Week 5","The Scarlet Letter (Nathaniel Hawthorne)",
"19th Century American Canon","Week 6","Moby Dick (Herman Melville)",
"19th Century American Canon","Week 7","Moby Dick (Herman Melville)",
"19th Century American Canon","Week 8","Moby Dick (Herman Melville)",
"19th Century American Canon","Week 9","Moby Dick (Herman Melville)",
"19th Century American Canon","Week 10","Moby Dick (Herman Melville)",
"19th Century American Canon","Week 11","Walden; or, Life in the Woods (Henry David Thoreau)",
"19th Century American Canon","Week 12","Walden; or, Life in the Woods (Henry David Thoreau)",
"19th Century American Canon","Week 13","Walden; or, Life in the Woods (Henry David Thoreau)",
"19th Century American Canon","Week 14","Walden; or, Life in the Woods (Henry David Thoreau)",
"19th Century American Canon","Week 15","Walden; or, Life in the Woods (Henry David Thoreau)",
"19th Century American Canon","Week 16","Leaves of Grass (Walt Whitman - Selections)",
"19th Century American Canon","Week 17","Leaves of Grass (Walt Whitman - Selections)",
"19th Century American Canon","Week 18","Leaves of Grass (Walt Whitman - Selections)",
"19th Century American Canon","Week 19","Leaves of Grass (Walt Whitman - Selections)",
"19th Century American Canon","Week 20","Leaves of Grass (Walt Whitman - Selections)",
"19th Century American Canon","Week 21","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"19th Century American Canon","Week 22","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"19th Century American Canon","Week 23","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"19th Century American Canon","Week 24","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"19th Century American Canon","Week 25","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"19th Century American Canon","Week 26","Adventures of Huckleberry Finn (Mark Twain)",
"19th Century American Canon","Week 27","Adventures of Huckleberry Finn (Mark Twain)",
"19th Century American Canon","Week 28","Adventures of Huckleberry Finn (Mark Twain)",
"19th Century American Canon","Week 29","Adventures of Huckleberry Finn (Mark Twain)",
"19th Century American Canon","Week 30","Adventures of Huckleberry Finn (Mark Twain)",
"19th Century British Canon","Week 1","Pride and Prejudice (Jane Austen)",
"19th Century British Canon","Week 2","Pride and Prejudice (Jane Austen)",
"19th Century British Canon","Week 3","Pride and Prejudice (Jane Austen)",
"19th Century British Canon","Week 4","Pride and Prejudice (Jane Austen)",
"19th Century British Canon","Week 5","Pride and Prejudice (Jane Austen)",
"19th Century British Canon","Week 6","Frankenstein (Mary Shelley)",
"19th Century British Canon","Week 7","Frankenstein (Mary Shelley)",
"19th Century British Canon","Week 8","Frankenstein (Mary Shelley)",
"19th Century British Canon","Week 9","Frankenstein (Mary Shelley)",
"19th Century British Canon","Week 10","Frankenstein (Mary Shelley)",
"19th Century British Canon","Week 11","Jane Eyre (Charlotte Brontë)",
"19th Century British Canon","Week 12","Jane Eyre (Charlotte Brontë)",
"19th Century British Canon","Week 13","Jane Eyre (Charlotte Brontë)",
"19th Century British Canon","Week 14","Jane Eyre (Charlotte Brontë)",
"19th Century British Canon","Week 15","Jane Eyre (Charlotte Brontë)",
"19th Century British Canon","Week 16","Wuthering Heights (Emily Brontë)",
"19th Century British Canon","Week 17","Wuthering Heights (Emily Brontë)",
"19th Century British Canon","Week 18","Wuthering Heights (Emily Brontë)",
"19th Century British Canon","Week 19","Wuthering Heights (Emily Brontë)",
"19th Century British Canon","Week 20","Wuthering Heights (Emily Brontë)",
"19th Century British Canon","Week 21","Great Expectations (Charles Dickens)",
"19th Century British Canon","Week 22","Great Expectations (Charles Dickens)",
"19th Century British Canon","Week 23","Great Expectations (Charles Dickens)",
"19th Century British Canon","Week 24","Great Expectations (Charles Dickens)",
"19th Century British Canon","Week 25","Great Expectations (Charles Dickens)",
"19th Century British Canon","Week 26","The Picture of Dorian Gray (Oscar Wilde)",
"19th Century British Canon","Week 27","The Picture of Dorian Gray (Oscar Wilde)",
"19th Century British Canon","Week 28","The Picture of Dorian Gray (Oscar Wilde)",
"19th Century British Canon","Week 29","The Picture of Dorian Gray (Oscar Wilde)",
"19th Century British Canon","Week 30","The Picture of Dorian Gray (Oscar Wilde)",
"19th Century Canon Poetry","Week 1","Placeholder: Theme - Individual vs. Society (Wordsworth, Whitman, Longfellow)",
"19th Century Canon Poetry","Week 2","Placeholder: Theme - Individual vs. Society (C. Rossetti, Henley, Tennyson)",
"19th Century Canon Poetry","Week 3","Placeholder: Theme - Individual vs. Society (Ingalls, Arnold, Beaudelaire)",
"19th Century Canon Poetry","Week 4","Placeholder: Theme - Individual vs. Society (Analysis & Essay)",
"19th Century Canon Poetry","Week 5","Placeholder: Theme - Individual vs. Society (Essay Review)",
"19th Century Canon Poetry","Week 6","Placeholder: Theme - War (Tennyson, Melville, Hardy)",
"19th Century Canon Poetry","Week 7","Placeholder: Theme - War (Shelley, Dickinson, Babington)",
"19th Century Canon Poetry","Week 8","Placeholder: Theme - War (Analysis & Essay)",
"19th Century Canon Poetry","Week 9","Placeholder: Theme - War (Essay Review)",
"19th Century Canon Poetry","Week 10","Placeholder: Theme - Love (Keats, Poe, E.B. Browning)",
"19th Century Canon Poetry","Week 11","Placeholder: Theme - Love (Bradstreet, Donne, R. Browning)",
"19th Century Canon Poetry","Week 12","Placeholder: Theme - Love (Gibran, Lowell, Analysis & Essay)",
"19th Century Canon Poetry","Week 13","Placeholder: Theme - Love (Essay Review)",
"19th Century Canon Poetry","Week 14","Placeholder: Theme - Death, Loss, Survival (Dickinson, Keats, Shelley)",
"19th Century Canon Poetry","Week 15","Placeholder: Theme - Death, Loss, Survival (Baudelaire, Wilde, R. Browning, Emerson)",
"19th Century Canon Poetry","Week 16","Placeholder: Theme - Death, Loss, Survival (Analysis & Essay)",
"19th Century Canon Poetry","Week 17","Placeholder: Theme - Death, Loss, Survival (Essay Review)",
"19th Century Canon Poetry","Week 18","Placeholder: Theme - Coming of Age/Growth (Coleridge, Shelley, Keats)",
"19th Century Canon Poetry","Week 19","Placeholder: Theme - Coming of Age/Growth (Kipling, Nervo, Poe, Blake)",
"19th Century Canon Poetry","Week 20","Placeholder: Theme - Coming of Age/Growth (Analysis & Essay)",
"19th Century Canon Poetry","Week 21","Placeholder: Theme - Coming of Age/Growth (Essay Review)",
"19th Century Canon Poetry","Week 22","Placeholder: Theme - Modernity (R. Browning, Dowson, Baudelaire)",
"19th Century Canon Poetry","Week 23","Placeholder: Theme - Modernity (Wilde, Ingelow, Dunbar)",
"19th Century Canon Poetry","Week 24","Placeholder: Theme - Modernity (E.B. Browning, Emerson, Analysis & Essay)",
"19th Century Canon Poetry","Week 25","Placeholder: Theme - Modernity (Essay Review)",
"19th Century Canon Poetry","Week 26","Placeholder: Poetic Devices Review Part 1",
"19th Century Canon Poetry","Week 27","Placeholder: Poetic Devices Review Part 2",
"19th Century Canon Poetry","Week 28","Placeholder: Comparative Poetic Analysis",
"19th Century Canon Poetry","Week 29","Placeholder: Final Unit Essay Prep",
"19th Century Canon Poetry","Week 30","Placeholder: Final Unit Essay Submission & Review",
"19th Century Canon Poetry (1801-1850)","Week 1","Placeholder: Theme - Individual vs. Society (Wordsworth, early Whitman)",
"19th Century Canon Poetry (1801-1850)","Week 2","Placeholder: Theme - Individual vs. Society (Longfellow, early C. Rossetti)",
"19th Century Canon Poetry (1801-1850)","Week 3","Placeholder: Theme - Individual vs. Society (Shelley - Prometheus Unbound context)",
"19th Century Canon Poetry (1801-1850)","Week 4","Placeholder: Theme - Individual vs. Society (Analysis & Essay)",
"19th Century Canon Poetry (1801-1850)","Week 5","Placeholder: Theme - Individual vs. Society (Essay Review)",
"19th Century Canon Poetry (1801-1850)","Week 6","Placeholder: Theme - War (Napoleonic Era - Shelley)",
"19th Century Canon Poetry (1801-1850)","Week 7","Placeholder: Theme - War (Early Tennyson, other period poets)",
"19th Century Canon Poetry (1801-1850)","Week 8","Placeholder: Theme - War (Analysis & Essay)",
"19th Century Canon Poetry (1801-1850)","Week 9","Placeholder: Theme - War (Essay Review)",
"19th Century Canon Poetry (1801-1850)","Week 10","Placeholder: Theme - Romantic Love (Keats - Odes, Sonnets)",
"19th Century Canon Poetry (1801-1850)","Week 11","Placeholder: Theme - Romantic Love (Poe, E.B. Browning - early influences)",
"19th Century Canon Poetry (1801-1850)","Week 12","Placeholder: Theme - Romantic Love (R. Browning - Porphyria's Lover, Analysis & Essay)",
"19th Century Canon Poetry (1801-1850)","Week 13","Placeholder: Theme - Romantic Love (Essay Review)",
"19th Century Canon Poetry (1801-1850)","Week 14","Placeholder: Theme - Death, Loss, Survival (Dickinson - context, Keats)",
"19th Century Canon Poetry (1801-1850)","Week 15","Placeholder: Theme - Death, Loss, Survival (Shelley - Ozymandias, Poe, Emerson)",
"19th Century Canon Poetry (1801-1850)","Week 16","Placeholder: Theme - Death, Loss, Survival (Analysis & Essay)",
"19th Century Canon Poetry (1801-1850)","Week 17","Placeholder: Theme - Death, Loss, Survival (Essay Review)",
"19th Century Canon Poetry (1801-1850)","Week 18","Placeholder: Theme - Coming of Age/Growth (Coleridge - Kubla Khan)",
"19th Century Canon Poetry (1801-1850)","Week 19","Placeholder: Theme - Coming of Age/Growth (Shelley - Odes, Keats - To Autumn, Blake)",
"19th Century Canon Poetry (1801-1850)","Week 20","Placeholder: Theme - Coming of Age/Growth (Analysis & Essay)",
"19th Century Canon Poetry (1801-1850)","Week 21","Placeholder: Theme - Coming of Age/Growth (Essay Review)",
"19th Century Canon Poetry (1801-1850)","Week 22","Placeholder: Theme - Early Stirrings of Modernity (Emerson - Brahma)",
"19th Century Canon Poetry (1801-1850)","Week 23","Placeholder: Theme - Early Stirrings of Modernity (Early R. Browning, E.B. Browning)",
"19th Century Canon Poetry (1801-1850)","Week 24","Placeholder: Theme - Early Stirrings of Modernity (Analysis & Essay)",
"19th Century Canon Poetry (1801-1850)","Week 25","Placeholder: Theme - Early Stirrings of Modernity (Essay Review)",
"19th Century Canon Poetry (1801-1850)","Week 26","Placeholder: Poetic Devices of Romantic Era",
"19th Century Canon Poetry (1801-1850)","Week 27","Placeholder: Poetic Devices of Early Victorian Era",
"19th Century Canon Poetry (1801-1850)","Week 28","Placeholder: Comparative Poetic Analysis (1801-1850)",
"19th Century Canon Poetry (1801-1850)","Week 29","Placeholder: Final Unit Essay Prep (1801-1850 focus)",
"19th Century Canon Poetry (1801-1850)","Week 30","Placeholder: Final Unit Essay Submission & Review",
"19th Century Poetry","Week 1","Placeholder: Theme - Individual vs. Society (Wordsworth, Whitman, Longfellow)",
"19th Century Poetry","Week 2","Placeholder: Theme - Individual vs. Society (C. Rossetti, Henley, Tennyson)",
"19th Century Poetry","Week 3","Placeholder: Theme - Individual vs. Society (Ingalls, Arnold, Beaudelaire)",
"19th Century Poetry","Week 4","Placeholder: Theme - Individual vs. Society (Analysis & Essay)",
"19th Century Poetry","Week 5","Placeholder: Theme - Individual vs. Society (Essay Review)",
"19th Century Poetry","Week 6","Placeholder: Theme - War (Tennyson, Melville, Hardy)",
"19th Century Poetry","Week 7","Placeholder: Theme - War (Shelley, Dickinson, Babington)",
"19th Century Poetry","Week 8","Placeholder: Theme - War (Analysis & Essay)",
"19th Century Poetry","Week 9","Placeholder: Theme - War (Essay Review)",
"19th Century Poetry","Week 10","Placeholder: Theme - Love (Keats, Poe, E.B. Browning)",
"19th Century Poetry","Week 11","Placeholder: Theme - Love (Bradstreet, Donne, R. Browning)",
"19th Century Poetry","Week 12","Placeholder: Theme - Love (Gibran, Lowell, Analysis & Essay)",
"19th Century Poetry","Week 13","Placeholder: Theme - Love (Essay Review)",
"19th Century Poetry","Week 14","Placeholder: Theme - Death, Loss, Survival (Dickinson, Keats, Shelley)",
"19th Century Poetry","Week 15","Placeholder: Theme - Death, Loss, Survival (Baudelaire, Wilde, R. Browning, Emerson)",
"19th Century Poetry","Week 16","Placeholder: Theme - Death, Loss, Survival (Analysis & Essay)",
"19th Century Poetry","Week 17","Placeholder: Theme - Death, Loss, Survival (Essay Review)",
"19th Century Poetry","Week 18","Placeholder: Theme - Coming of Age/Growth (Coleridge, Shelley, Keats)",
"19th Century Poetry","Week 19","Placeholder: Theme - Coming of Age/Growth (Kipling, Nervo, Poe, Blake)",
"19th Century Poetry","Week 20","Placeholder: Theme - Coming of Age/Growth (Analysis & Essay)",
"19th Century Poetry","Week 21","Placeholder: Theme - Coming of Age/Growth (Essay Review)",
"19th Century Poetry","Week 22","Placeholder: Theme - Modernity (R. Browning, Dowson, Baudelaire)",
"19th Century Poetry","Week 23","Placeholder: Theme - Modernity (Wilde, Ingelow, Dunbar)",
"19th Century Poetry","Week 24","Placeholder: Theme - Modernity (E.B. Browning, Emerson, Analysis & Essay)",
"19th Century Poetry","Week 25","Placeholder: Theme - Modernity (Essay Review)",
"19th Century Poetry","Week 26","Placeholder: Poetic Devices Review Part 1",
"19th Century Poetry","Week 27","Placeholder: Poetic Devices Review Part 2",
"19th Century Poetry","Week 28","Placeholder: Comparative Poetic Analysis",
"19th Century Poetry","Week 29","Placeholder: Final Unit Essay Prep",
"19th Century Poetry","Week 30","Placeholder: Final Unit Essay Submission & Review",
"20th Century American Canon","Week 1","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"20th Century American Canon","Week 2","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"20th Century American Canon","Week 3","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"20th Century American Canon","Week 4","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"20th Century American Canon","Week 5","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"20th Century American Canon","Week 6","Light in August (William Faulkner)",
"20th Century American Canon","Week 7","Light in August (William Faulkner)",
"20th Century American Canon","Week 8","Light in August (William Faulkner)",
"20th Century American Canon","Week 9","Light in August (William Faulkner)",
"20th Century American Canon","Week 10","Light in August (William Faulkner)",
"20th Century American Canon","Week 11","A Streetcar Named Desire (Tennessee Williams)",
"20th Century American Canon","Week 12","A Streetcar Named Desire (Tennessee Williams)",
"20th Century American Canon","Week 13","A Streetcar Named Desire (Tennessee Williams)",
"20th Century American Canon","Week 14","A Streetcar Named Desire (Tennessee Williams)",
"20th Century American Canon","Week 15","A Streetcar Named Desire (Tennessee Williams)",
"20th Century American Canon","Week 16","Native Son (Richard Wright)",
"20th Century American Canon","Week 17","Native Son (Richard Wright)",
"20th Century American Canon","Week 18","Native Son (Richard Wright)",
"20th Century American Canon","Week 19","Native Son (Richard Wright)",
"20th Century American Canon","Week 20","Native Son (Richard Wright)",
"20th Century American Canon","Week 21","The Color Purple (Alice Walker)",
"20th Century American Canon","Week 22","The Color Purple (Alice Walker)",
"20th Century American Canon","Week 23","The Color Purple (Alice Walker)",
"20th Century American Canon","Week 24","The Color Purple (Alice Walker)",
"20th Century American Canon","Week 25","The Color Purple (Alice Walker)",
"20th Century American Canon","Week 26","American Psycho (Bret Easton Ellis)",
"20th Century American Canon","Week 27","American Psycho (Bret Easton Ellis)",
"20th Century American Canon","Week 28","American Psycho (Bret Easton Ellis)",
"20th Century American Canon","Week 29","American Psycho (Bret Easton Ellis)",
